Address,TokenID,Amount
0x3B582dd0F80C28816AFEB1188BBDd8a2f8eE48ce,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x618a8e69fe5599E8563e970A650569d7Cb329c06,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x720A4FaB08CB746fC90E88d1924a98104C0822Cf,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x90b32e4BEd4c89DcE5EE0D926bA1992ec27833A3,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4595ff64328Faf80a8cf0D52355639984b6Af23C,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xEF57C67f42Af29DD7Ca5DB8b61b1Bd1D2DE8DfD8,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x11a9670A8D74738b2d84eD29f61e9caCc26A042f,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xd06c5B769a492507704aE6b54f18a30022d21d58,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xa8159eD7ae6f5B083a1C1638c736BcAC04F287EF,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xfD1dCCD9C41f152c1371DA29Ec8125CA0E815CBA,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xC6d261989fb83a0c34Dd590a695dB21382B6fdc8,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x32897A9183420B0E1e53744AE81d8fbb7dC8778D,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xC37861f276D8447b00398a833e7fF01Db41a2f98,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x0d35EE119eFD29CE8Ae8EcF909D6eE8bC5AE19E6,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x8f8A044b0289418fa89230b04DbCa7359242F93D,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xb394F1aa30Ba874df3Ae6097bF4c2474b2d8F3AC,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x36DC27c22337F94754A75774114743AF7B56c350,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x5C57abD3548b87Ef9bAbEa37ed3abD51fad523a3,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x7E23a0a9fD1105ca4b1DC9B7E0F0AAb3b7071Caa,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xB363AAe3C59a1628E7DefB82f339d8e5eB0701e5,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4eCF2D3a41f0FA23EA462b6fAE68b940C453791B,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x85afb101d9f4e3B6A7Cb2e41b2F386B3411a5C2c,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4D26b320cc9cB6D46d89404D8439E7915069D977,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xF19c1B88a5149eEfF04Fa4438f45EeAD47397b1F,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x3E7e35206Af1DED7B181fDf4DD7076f8801A2259,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x0F89E880C863d5ad296DF064F65Fc78F7108FfC8,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xD993A6EF72746a6C00CBeA6795A98d8aF8406B24,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x10F295b760DE27d0587858B184af7485cA3cd123,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x9607eD17a62D8D99bF7B34AA22cDc55448F57b2d,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x940A20741A442224a31B6AE043d15A38D85fCa48,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x1f07b39E1cf325C6E4d72F95606fFBbC22ecB229,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x68f1FEe1cDb08867eC8380070CF05bB8FAc73A4e,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xE1685429BC03f51a463C88Ca5CbDA30B9C269154,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xeCefFe04767D294d377710E259845995246Da9c6,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x11286250260B529d3dAd5025d2977BF928f7C348,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4b2C1448562ce5fD85120797019a4CE75AEfAf48,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xE852C2189316eC5eEE9F36272962ade430f38531,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x94F5a2C492A0Ab1c3dA2187bB2ED6FaD696920Ec,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x9caE231E3040328716cc3B3dE3D38D418821c1A1,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xc885FE685eD4eF7499CD25f3de7Cc6cbf58a63Ac,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x866EacC78089e7e082f908FdC672de0C0Eacf144,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xB684aFe21D28dc6bF235Ca7c7DA3c21df19B3bCd,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xB66c25D27fC323b12986861a443c0ab3554EBD34,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xA055C39012d73e43232e8A3c3E04A29b2186C819,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4389338CEaA410098b6bb9aD2cdd5E5e8687fBF7,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4B56B81041b12952d68c25B0fc0b541CbDfeFE7B,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x8A7cC08a1e6E03E80abac61Fadb937aaE8866AD4,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x9a674e688F9883B9c838C14C78dE101326dE8bca,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xba95C358eC16f1d8bbc48e6A4c17bBdE2A402c53,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x09bB4c4dFDad3e5074c7CEB16a2020f0e9a27B54,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xe0b7Fc12B6829880AaADE5b33c92eB3B592E3F15,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x73f29A51e1072a6625478Bbe375543b6336ff055,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x4150220DaB02aD6a4e241bfE254eCF391B5a4f28,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xf4C64DB66ffb301985f5ecD85C8F3f9c02f2659D,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x2609Ce67C462eF61db53D63D4d5404f79bB3Ae76,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xbbfaB2C333A65b274E4E3629906f156020Da01E0,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x61C5fa0C1beD50Eab527e69608D1da11bd4D1BF3,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xD8f35EF085D202FA7CAd0E0C61da737b60E1F855,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xaA96a50A2f67111262Fe24576bd85Bb56eC65016,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xCD015BeD201d9c6c8330B084bf7b4FE4F723bD7F,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xDe14b36Aa562e5d870Dd546d7923178F4b15bFae,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xfc9FB438c456C771c0B38a57Cf0e8A3eaB4704fE,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x58d0f3dA9C97dE3c39f481e146f3568081d328a2,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xB4AF628847C38028f09fe6Aedf9D812387Ba1b24,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x90bD2CDb4cCcD507f0abeEF630EBDBBfA8153781,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x537207c55CbEDF3dE869c828Fc0Fa584A0F7B47A,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0x7E9a3F5Ce4839dba4FE2554aa3Cf705696E5994d,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
0xcDf0437d2ddE9307204f330dc6debd2D29Cc9d11,55464657044963196816950587289035428064568320970692304673817341489688495523840,1
